,word,event,anxiety,response,Model
618,Common,mild,1,0.3,ChatGPT
619,Common,mild,0,0.3,ChatGPT
620,Very Common,severe,1,0.25,ChatGPT
621,Very Common,severe,0,0.35,ChatGPT
622,Very Common,mild,1,0.2,ChatGPT
623,Very Common,mild,0,0.7,ChatGPT
624,Probable,severe,1,0.6,ChatGPT
625,Probable,severe,0,0.7,ChatGPT
626,Probable,mild,1,0.7,ChatGPT
627,Probable,mild,0,0.7,ChatGPT
628,Likely,severe,1,0.7,ChatGPT
629,Likely,severe,0,0.7,ChatGPT
630,Likely,mild,1,0.7,ChatGPT
631,Likely,mild,0,0.7,ChatGPT
632,Usual,severe,1,0.5,ChatGPT
633,Usual,severe,0,0.5,ChatGPT
634,Usual,mild,1,0.5,ChatGPT
635,Usual,mild,0,0.5,ChatGPT
636,Very Likely,severe,1,0.75,ChatGPT
637,Very Likely,severe,0,0.8,ChatGPT
638,Very Likely,mild,1,0.8,ChatGPT
639,Very Likely,mild,0,0.8,ChatGPT
640,Rare,severe,1,0.03,ChatGPT
641,Rare,severe,0,0.01,ChatGPT
642,Rare,mild,1,0.05,ChatGPT
643,Rare,mild,0,0.05,ChatGPT
644,Uncommon,severe,1,0.05,ChatGPT
645,Uncommon,severe,0,0.05,ChatGPT
646,Uncommon,mild,1,0.1,ChatGPT
647,Uncommon,mild,0,0.1,ChatGPT
648,Unlikely,severe,1,0.05,ChatGPT
649,Unlikely,severe,0,0.2,ChatGPT
650,Unlikely,mild,1,0.1,ChatGPT
651,Unlikely,mild,0,0.2,ChatGPT
652,Possible,severe,1,0.1,ChatGPT
653,Possible,severe,0,0.25,ChatGPT
654,Possible,mild,1,0.2,ChatGPT
655,Possible,mild,0,0.25,ChatGPT
656,Common,severe,1,0.2,ChatGPT
657,Common,severe,0,0.2,ChatGPT
658,Common,mild,1,0.25,ChatGPT
659,Common,mild,0,0.4,ChatGPT
660,Very Common,severe,1,0.2,ChatGPT
661,Very Common,severe,0,0.2,ChatGPT
662,Very Common,mild,1,0.5,ChatGPT
663,Very Common,mild,0,0.6,ChatGPT
664,Probable,severe,1,0.75,ChatGPT
665,Probable,severe,0,0.7,ChatGPT
666,Probable,mild,1,0.7,ChatGPT
667,Probable,mild,0,0.7,ChatGPT
668,Likely,severe,1,0.7,ChatGPT
669,Likely,severe,0,0.7,ChatGPT
670,Likely,mild,1,0.7,ChatGPT
671,Likely,mild,0,0.7,ChatGPT
672,Usual,severe,1,0.5,ChatGPT
673,Usual,severe,0,0.5,ChatGPT
674,Usual,mild,1,0.75,ChatGPT
675,Usual,mild,0,0.5,ChatGPT
676,Very Likely,severe,1,0.7,ChatGPT
677,Very Likely,severe,0,0.7,ChatGPT
678,Very Likely,mild,1,0.8,ChatGPT
679,Very Likely,mild,0,0.8,ChatGPT
680,Rare,severe,1,0.01,ChatGPT
681,Rare,severe,0,0.02,ChatGPT
682,Rare,mild,1,0.05,ChatGPT
683,Rare,mild,0,0.01,ChatGPT
684,Uncommon,severe,1,0.05,ChatGPT
685,Uncommon,severe,0,0.05,ChatGPT
686,Uncommon,mild,1,0.1,ChatGPT
687,Uncommon,mild,0,0.15,ChatGPT
688,Unlikely,severe,1,0.05,ChatGPT
689,Unlikely,severe,0,0.2,ChatGPT
690,Unlikely,mild,1,0.15,ChatGPT
691,Unlikely,mild,0,0.25,ChatGPT
692,Possible,severe,1,0.2,ChatGPT
693,Possible,severe,0,0.2,ChatGPT
694,Possible,mild,1,0.2,ChatGPT
695,Possible,mild,0,0.3,ChatGPT
696,Common,severe,1,0.2,ChatGPT
697,Common,severe,0,0.35,ChatGPT
698,Common,mild,1,0.4,ChatGPT
699,Common,mild,0,0.4,ChatGPT
700,Very Common,severe,1,0.25,ChatGPT
701,Very Common,severe,0,0.2,ChatGPT
702,Very Common,mild,1,0.75,ChatGPT
703,Very Common,mild,0,0.6,ChatGPT
704,Probable,severe,1,0.7,ChatGPT
705,Probable,severe,0,0.6,ChatGPT
706,Probable,mild,1,0.7,ChatGPT
707,Probable,mild,0,0.7,ChatGPT
708,Likely,severe,1,0.7,ChatGPT
709,Likely,severe,0,0.7,ChatGPT
710,Likely,mild,1,0.75,ChatGPT
711,Likely,mild,0,0.75,ChatGPT
712,Usual,severe,1,0.1,ChatGPT
713,Usual,severe,0,0.5,ChatGPT
714,Usual,mild,1,0.2,ChatGPT
715,Usual,mild,0,0.5,ChatGPT
716,Very Likely,severe,1,0.75,ChatGPT
717,Very Likely,severe,0,0.7,ChatGPT
718,Very Likely,mild,1,0.75,ChatGPT
719,Very Likely,mild,0,0.8,ChatGPT
720,Rare,severe,1,0.02,ChatGPT
721,Rare,severe,0,0.05,ChatGPT
722,Rare,mild,1,0.05,ChatGPT
723,Rare,mild,0,0.05,ChatGPT
724,Uncommon,severe,1,0.05,ChatGPT
725,Uncommon,severe,0,0.05,ChatGPT
726,Uncommon,mild,1,0.05,ChatGPT
727,Uncommon,mild,0,0.05,ChatGPT
728,Unlikely,severe,1,0.05,ChatGPT
729,Unlikely,severe,0,0.25,ChatGPT
730,Unlikely,mild,1,0.2,ChatGPT
731,Unlikely,mild,0,0.2,ChatGPT
732,Possible,severe,1,0.2,ChatGPT
733,Possible,severe,0,0.2,ChatGPT
734,Possible,mild,1,0.3,ChatGPT
735,Possible,mild,0,0.2,ChatGPT
736,Common,severe,1,0.2,ChatGPT
737,Common,severe,0,0.3,ChatGPT
738,Common,mild,1,0.25,ChatGPT
739,Common,mild,0,0.4,ChatGPT
740,Very Common,severe,1,0.8,ChatGPT
741,Very Common,severe,0,0.3,ChatGPT
742,Very Common,mild,1,0.65,ChatGPT
743,Very Common,mild,0,0.5,ChatGPT
744,Probable,severe,1,0.7,ChatGPT
745,Probable,severe,0,0.7,ChatGPT
746,Probable,mild,1,0.6,ChatGPT
747,Probable,mild,0,0.75,ChatGPT
748,Likely,severe,1,0.65,ChatGPT
749,Likely,severe,0,0.75,ChatGPT
750,Likely,mild,1,0.7,ChatGPT
751,Likely,mild,0,0.75,ChatGPT
752,Usual,severe,1,0.5,ChatGPT
753,Usual,severe,0,0.5,ChatGPT
754,Usual,mild,1,0.5,ChatGPT
755,Usual,mild,0,0.5,ChatGPT
756,Very Likely,severe,1,0.8,ChatGPT
757,Very Likely,severe,0,0.7,ChatGPT
758,Very Likely,mild,1,0.9,ChatGPT
759,Very Likely,mild,0,0.8,ChatGPT
760,Rare,severe,1,0.05,ChatGPT
761,Rare,severe,0,0.05,ChatGPT
762,Rare,mild,1,0.05,ChatGPT
763,Rare,mild,0,0.05,ChatGPT
764,Uncommon,severe,1,0.05,ChatGPT
765,Uncommon,severe,0,0.05,ChatGPT
766,Uncommon,mild,1,0.05,ChatGPT
767,Uncommon,mild,0,0.05,ChatGPT
768,Unlikely,severe,1,0.2,ChatGPT
769,Unlikely,severe,0,0.1,ChatGPT
770,Unlikely,mild,1,0.1,ChatGPT
771,Unlikely,mild,0,0.25,ChatGPT
772,Possible,severe,1,,ChatGPT
773,Possible,severe,0,0.4,ChatGPT
774,Possible,mild,1,0.25,ChatGPT
775,Possible,mild,0,0.2,ChatGPT
776,Common,severe,1,0.3,ChatGPT
777,Common,severe,0,0.4,ChatGPT
778,Common,mild,1,0.2,ChatGPT
779,Common,mild,0,0.3,ChatGPT
780,Very Common,severe,1,0.35,ChatGPT
781,Very Common,severe,0,0.6,ChatGPT
782,Very Common,mild,1,0.4,ChatGPT
783,Very Common,mild,0,0.3,ChatGPT
784,Probable,severe,1,0.6,ChatGPT
785,Probable,severe,0,0.6,ChatGPT
786,Probable,mild,1,0.7,ChatGPT
787,Probable,mild,0,0.7,ChatGPT
788,Likely,severe,1,0.68,ChatGPT
789,Likely,severe,0,0.6,ChatGPT
790,Likely,mild,1,0.7,ChatGPT
791,Likely,mild,0,0.7,ChatGPT
792,Usual,severe,1,0.5,ChatGPT
793,Usual,severe,0,0.25,ChatGPT
794,Usual,mild,1,0.3,ChatGPT
795,Usual,mild,0,0.5,ChatGPT
796,Very Likely,severe,1,0.75,ChatGPT
797,Very Likely,severe,0,0.8,ChatGPT
798,Very Likely,mild,1,0.75,ChatGPT
799,Very Likely,mild,0,0.75,ChatGPT
0,Rare,severe,1,0.02,Claude
1,Rare,severe,0,0.03,Claude
2,Rare,mild,1,0.04,Claude
3,Rare,mild,0,0.05,Claude
4,Uncommon,severe,1,0.003,Claude
5,Uncommon,severe,0,0.15,Claude
6,Uncommon,mild,1,0.05,Claude
7,Uncommon,mild,0,0.15,Claude
8,Unlikely,severe,1,0.01,Claude
9,Unlikely,severe,0,0.2,Claude
10,Unlikely,mild,1,0.15,Claude
11,Unlikely,mild,0,0.15,Claude
12,Possible,severe,1,0.01,Claude
13,Possible,severe,0,0.15,Claude
14,Possible,mild,1,0.1,Claude
15,Possible,mild,0,0.25,Claude
16,Common,severe,1,0.004,Claude
17,Common,severe,0,0.2,Claude
18,Common,mild,1,0.15,Claude
19,Common,mild,0,0.15,Claude
20,Very Common,severe,1,0.08,Claude
21,Very Common,severe,0,0.12,Claude
22,Very Common,mild,1,0.15,Claude
23,Very Common,mild,0,0.35,Claude
24,Probable,severe,1,0.05,Claude
25,Probable,severe,0,0.65,Claude
26,Probable,mild,1,0.6,Claude
27,Probable,mild,0,0.7,Claude
28,Likely,severe,1,0.05,Claude
29,Likely,severe,0,0.65,Claude
30,Likely,mild,1,0.35,Claude
31,Likely,mild,0,0.65,Claude
32,Usual,severe,1,0.04,Claude
33,Usual,severe,0,0.003,Claude
34,Usual,mild,1,0.1,Claude
35,Usual,mild,0,0.1,Claude
36,Very Likely,severe,1,0.05,Claude
37,Very Likely,severe,0,0.8,Claude
38,Very Likely,mild,1,0.3,Claude
39,Very Likely,mild,0,0.85,Claude
40,Rare,severe,1,0.003,Claude
41,Rare,severe,0,0.05,Claude
42,Rare,mild,1,0.04,Claude
43,Rare,mild,0,0.05,Claude
44,Uncommon,severe,1,0.004,Claude
45,Uncommon,severe,0,0.15,Claude
46,Uncommon,mild,1,0.08,Claude
47,Uncommon,mild,0,0.15,Claude
48,Unlikely,severe,1,0.03,Claude
49,Unlikely,severe,0,0.15,Claude
50,Unlikely,mild,1,0.15,Claude
51,Unlikely,mild,0,0.2,Claude
52,Possible,severe,1,0.03,Claude
53,Possible,severe,0,0.15,Claude
54,Possible,mild,1,0.08,Claude
55,Possible,mild,0,0.2,Claude
56,Common,severe,1,0.03,Claude
57,Common,severe,0,0.03,Claude
58,Common,mild,1,0.15,Claude
59,Common,mild,0,0.15,Claude
60,Very Common,severe,1,0.02,Claude
61,Very Common,severe,0,0.4,Claude
62,Very Common,mild,1,0.15,Claude
63,Very Common,mild,0,0.65,Claude
64,Probable,severe,1,0.15,Claude
65,Probable,severe,0,0.75,Claude
66,Probable,mild,1,0.45,Claude
67,Probable,mild,0,0.65,Claude
68,Likely,severe,1,0.17,Claude
69,Likely,severe,0,0.65,Claude
70,Likely,mild,1,0.3,Claude
71,Likely,mild,0,0.75,Claude
72,Usual,severe,1,0.1,Claude
73,Usual,severe,0,0.05,Claude
74,Usual,mild,1,0.2,Claude
75,Usual,mild,0,0.15,Claude
76,Very Likely,severe,1,0.05,Claude
77,Very Likely,severe,0,0.8,Claude
78,Very Likely,mild,1,0.85,Claude
79,Very Likely,mild,0,0.75,Claude
80,Rare,severe,1,0.03,Claude
81,Rare,severe,0,0.01,Claude
82,Rare,mild,1,0.02,Claude
83,Rare,mild,0,0.05,Claude
84,Uncommon,severe,1,0.004,Claude
85,Uncommon,severe,0,0.05,Claude
86,Uncommon,mild,1,0.05,Claude
87,Uncommon,mild,0,0.15,Claude
88,Unlikely,severe,1,0.02,Claude
89,Unlikely,severe,0,0.15,Claude
90,Unlikely,mild,1,0.15,Claude
91,Unlikely,mild,0,0.25,Claude
92,Possible,severe,1,0.004,Claude
93,Possible,severe,0,0.35,Claude
94,Possible,mild,1,0.08,Claude
95,Possible,mild,0,0.3,Claude
96,Common,severe,1,0.018000000000000002,Claude
97,Common,severe,0,0.15,Claude
98,Common,mild,1,0.08,Claude
99,Common,mild,0,0.2,Claude
100,Very Common,severe,1,0.02,Claude
101,Very Common,severe,0,0.65,Claude
102,Very Common,mild,1,0.15,Claude
103,Very Common,mild,0,0.35,Claude
104,Probable,severe,1,0.15,Claude
105,Probable,severe,0,0.65,Claude
106,Probable,mild,1,0.3,Claude
107,Probable,mild,0,0.75,Claude
108,Likely,severe,1,0.05,Claude
109,Likely,severe,0,0.75,Claude
110,Likely,mild,1,0.55,Claude
111,Likely,mild,0,0.7,Claude
112,Usual,severe,1,0.002,Claude
113,Usual,severe,0,0.02,Claude
114,Usual,mild,1,0.25,Claude
115,Usual,mild,0,0.15,Claude
116,Very Likely,severe,1,0.05,Claude
117,Very Likely,severe,0,0.8,Claude
118,Very Likely,mild,1,0.7,Claude
119,Very Likely,mild,0,0.75,Claude
120,Rare,severe,1,0.03,Claude
121,Rare,severe,0,0.05,Claude
122,Rare,mild,1,0.05,Claude
123,Rare,mild,0,0.05,Claude
124,Uncommon,severe,1,0.002,Claude
125,Uncommon,severe,0,0.15,Claude
126,Uncommon,mild,1,0.04,Claude
127,Uncommon,mild,0,0.15,Claude
128,Unlikely,severe,1,0.02,Claude
129,Unlikely,severe,0,0.2,Claude
130,Unlikely,mild,1,0.15,Claude
131,Unlikely,mild,0,0.2,Claude
132,Possible,severe,1,0.013000000000000001,Claude
133,Possible,severe,0,0.2,Claude
134,Possible,mild,1,0.08,Claude
135,Possible,mild,0,0.35,Claude
136,Common,severe,1,0.03,Claude
137,Common,severe,0,0.2,Claude
138,Common,mild,1,0.08,Claude
139,Common,mild,0,0.2,Claude
140,Very Common,severe,1,0.002,Claude
141,Very Common,severe,0,0.15,Claude
142,Very Common,mild,1,0.15,Claude
143,Very Common,mild,0,0.35,Claude
144,Probable,severe,1,0.2,Claude
145,Probable,severe,0,0.65,Claude
146,Probable,mild,1,0.25,Claude
147,Probable,mild,0,0.7,Claude
148,Likely,severe,1,0.15,Claude
149,Likely,severe,0,0.75,Claude
150,Likely,mild,1,0.25,Claude
151,Likely,mild,0,0.65,Claude
152,Usual,severe,1,0.12,Claude
153,Usual,severe,0,0.03,Claude
154,Usual,mild,1,0.2,Claude
155,Usual,mild,0,0.2,Claude
156,Very Likely,severe,1,0.15,Claude
157,Very Likely,severe,0,0.75,Claude
158,Very Likely,mild,1,0.25,Claude
159,Very Likely,mild,0,0.85,Claude
160,Rare,severe,1,0.01,Claude
161,Rare,severe,0,0.01,Claude
162,Rare,mild,1,0.08,Claude
163,Rare,mild,0,0.03,Claude
164,Uncommon,severe,1,0.002,Claude
165,Uncommon,severe,0,0.15,Claude
166,Uncommon,mild,1,0.05,Claude
167,Uncommon,mild,0,0.15,Claude
168,Unlikely,severe,1,0.02,Claude
169,Unlikely,severe,0,0.2,Claude
170,Unlikely,mild,1,0.05,Claude
171,Unlikely,mild,0,0.25,Claude
172,Possible,severe,1,0.01,Claude
173,Possible,severe,0,0.15,Claude
174,Possible,mild,1,0.08,Claude
175,Possible,mild,0,0.3,Claude
176,Common,severe,1,0.1,Claude
177,Common,severe,0,0.08,Claude
178,Common,mild,1,0.1,Claude
179,Common,mild,0,0.2,Claude
180,Very Common,severe,1,0.008,Claude
181,Very Common,severe,0,0.35,Claude
182,Very Common,mild,1,0.15,Claude
183,Very Common,mild,0,0.35,Claude
184,Probable,severe,1,0.25,Claude
185,Probable,severe,0,0.65,Claude
186,Probable,mild,1,0.25,Claude
187,Probable,mild,0,0.75,Claude
188,Likely,severe,1,0.05,Claude
189,Likely,severe,0,0.75,Claude
190,Likely,mild,1,0.3,Claude
191,Likely,mild,0,0.65,Claude
192,Usual,severe,1,0.12,Claude
193,Usual,severe,0,0.02,Claude
194,Usual,mild,1,0.25,Claude
195,Usual,mild,0,0.09,Claude
196,Very Likely,severe,1,0.25,Claude
197,Very Likely,severe,0,0.85,Claude
198,Very Likely,mild,1,0.6,Claude
199,Very Likely,mild,0,0.8,Claude
200,Rare,severe,1,0.02,Claude
201,Rare,severe,0,0.01,Claude
202,Rare,mild,1,0.05,Claude
203,Rare,mild,0,0.05,Claude
204,Uncommon,severe,1,0.01,Claude
205,Uncommon,severe,0,0.15,Claude
206,Uncommon,mild,1,0.08,Claude
207,Uncommon,mild,0,0.15,Claude
208,Unlikely,severe,1,0.01,Claude
209,Unlikely,severe,0,0.2,Claude
210,Unlikely,mild,1,0.15,Claude
211,Unlikely,mild,0,0.25,Claude
212,Possible,severe,1,0.02,Claude
213,Possible,severe,0,0.2,Claude
214,Possible,mild,1,0.08,Claude
215,Possible,mild,0,0.15,Claude
216,Common,severe,1,0.01,Claude
217,Common,severe,0,0.35,Claude
218,Common,mild,1,0.15,Claude
219,Common,mild,0,0.15,Claude
220,Very Common,severe,1,0.008,Claude
221,Very Common,severe,0,0.7,Claude
222,Very Common,mild,1,0.15,Claude
223,Very Common,mild,0,0.55,Claude
224,Probable,severe,1,0.05,Claude
225,Probable,severe,0,0.75,Claude
226,Probable,mild,1,0.3,Claude
227,Probable,mild,0,0.65,Claude
228,Likely,severe,1,0.1,Claude
229,Likely,severe,0,0.75,Claude
230,Likely,mild,1,0.2,Claude
231,Likely,mild,0,0.75,Claude
232,Usual,severe,1,0.01,Claude
233,Usual,severe,0,0.02,Claude
234,Usual,mild,1,0.1,Claude
235,Usual,mild,0,0.15,Claude
236,Very Likely,severe,1,0.08,Claude
237,Very Likely,severe,0,0.8,Claude
238,Very Likely,mild,1,0.35,Claude
239,Very Likely,mild,0,0.75,Claude
240,Rare,severe,1,0.02,Claude
241,Rare,severe,0,0.02,Claude
242,Rare,mild,1,0.02,Claude
243,Rare,mild,0,0.01,Claude
244,Uncommon,severe,1,0.001,Claude
245,Uncommon,severe,0,0.15,Claude
246,Uncommon,mild,1,0.08,Claude
247,Uncommon,mild,0,0.15,Claude
248,Unlikely,severe,1,0.03,Claude
249,Unlikely,severe,0,0.15,Claude
250,Unlikely,mild,1,0.15,Claude
251,Unlikely,mild,0,0.25,Claude
252,Possible,severe,1,0.006999999999999999,Claude
253,Possible,severe,0,0.17,Claude
254,Possible,mild,1,0.08,Claude
255,Possible,mild,0,0.2,Claude
256,Common,severe,1,0.08,Claude
257,Common,severe,0,0.15,Claude
258,Common,mild,1,0.06,Claude
259,Common,mild,0,0.2,Claude
260,Very Common,severe,1,0.03,Claude
261,Very Common,severe,0,0.8,Claude
262,Very Common,mild,1,0.15,Claude
263,Very Common,mild,0,0.35,Claude
264,Probable,severe,1,0.25,Claude
265,Probable,severe,0,0.6,Claude
266,Probable,mild,1,0.3,Claude
267,Probable,mild,0,0.65,Claude
268,Likely,severe,1,0.12,Claude
269,Likely,severe,0,0.7,Claude
270,Likely,mild,1,0.35,Claude
271,Likely,mild,0,0.75,Claude
272,Usual,severe,1,0.004,Claude
273,Usual,severe,0,0.002,Claude
274,Usual,mild,1,0.2,Claude
275,Usual,mild,0,0.12,Claude
276,Very Likely,severe,1,0.35,Claude
277,Very Likely,severe,0,0.85,Claude
278,Very Likely,mild,1,0.15,Claude
279,Very Likely,mild,0,0.8,Claude
280,Rare,severe,1,0.03,Claude
281,Rare,severe,0,0.03,Claude
282,Rare,mild,1,0.02,Claude
283,Rare,mild,0,0.05,Claude
284,Uncommon,severe,1,0.02,Claude
285,Uncommon,severe,0,0.15,Claude
286,Uncommon,mild,1,0.08,Claude
287,Uncommon,mild,0,0.15,Claude
288,Unlikely,severe,1,0.03,Claude
289,Unlikely,severe,0,0.15,Claude
290,Unlikely,mild,1,0.15,Claude
291,Unlikely,mild,0,0.25,Claude
292,Possible,severe,1,0.03,Claude
293,Possible,severe,0,0.15,Claude
294,Possible,mild,1,0.04,Claude
295,Possible,mild,0,0.2,Claude
296,Common,severe,1,0.05,Claude
297,Common,severe,0,0.07,Claude
298,Common,mild,1,0.07,Claude
299,Common,mild,0,0.15,Claude
300,Very Common,severe,1,0.08,Claude
301,Very Common,severe,0,0.32,Claude
302,Very Common,mild,1,0.15,Claude
303,Very Common,mild,0,0.45,Claude
304,Probable,severe,1,0.05,Claude
305,Probable,severe,0,0.75,Claude
306,Probable,mild,1,0.3,Claude
307,Probable,mild,0,0.75,Claude
308,Likely,severe,1,0.2,Claude
309,Likely,severe,0,0.75,Claude
310,Likely,mild,1,0.6,Claude
311,Likely,mild,0,0.65,Claude
312,Usual,severe,1,0.02,Claude
313,Usual,severe,0,0.03,Claude
314,Usual,mild,1,0.2,Claude
315,Usual,mild,0,0.08,Claude
316,Very Likely,severe,1,0.23,Claude
317,Very Likely,severe,0,0.75,Claude
318,Very Likely,mild,1,0.75,Claude
319,Very Likely,mild,0,0.8,Claude
320,Rare,severe,1,0.03,Claude
321,Rare,severe,0,0.01,Claude
322,Rare,mild,1,0.04,Claude
323,Rare,mild,0,0.02,Claude
324,Uncommon,severe,1,0.01,Claude
325,Uncommon,severe,0,0.05,Claude
326,Uncommon,mild,1,0.15,Claude
327,Uncommon,mild,0,0.15,Claude
328,Unlikely,severe,1,0.01,Claude
329,Unlikely,severe,0,0.2,Claude
330,Unlikely,mild,1,0.15,Claude
331,Unlikely,mild,0,0.2,Claude
332,Possible,severe,1,0.005,Claude
333,Possible,severe,0,0.15,Claude
334,Possible,mild,1,0.08,Claude
335,Possible,mild,0,0.3,Claude
336,Common,severe,1,0.1,Claude
337,Common,severe,0,0.1,Claude
338,Common,mild,1,0.1,Claude
339,Common,mild,0,0.15,Claude
340,Very Common,severe,1,0.01,Claude
341,Very Common,severe,0,0.25,Claude
342,Very Common,mild,1,0.06,Claude
343,Very Common,mild,0,0.35,Claude
344,Probable,severe,1,0.45,Claude
345,Probable,severe,0,0.65,Claude
346,Probable,mild,1,0.2,Claude
347,Probable,mild,0,0.75,Claude
348,Likely,severe,1,0.05,Claude
349,Likely,severe,0,0.6,Claude
350,Likely,mild,1,0.25,Claude
351,Likely,mild,0,0.65,Claude
352,Usual,severe,1,0.01,Claude
353,Usual,severe,0,0.04,Claude
354,Usual,mild,1,0.15,Claude
355,Usual,mild,0,0.2,Claude
356,Very Likely,severe,1,0.05,Claude
357,Very Likely,severe,0,0.8,Claude
358,Very Likely,mild,1,0.65,Claude
359,Very Likely,mild,0,0.85,Claude
360,Rare,severe,1,0.03,Claude
361,Rare,severe,0,0.02,Claude
362,Rare,mild,1,0.04,Claude
363,Rare,mild,0,0.03,Claude
364,Uncommon,severe,1,0.002,Claude
365,Uncommon,severe,0,0.05,Claude
366,Uncommon,mild,1,0.03,Claude
367,Uncommon,mild,0,0.15,Claude
368,Unlikely,severe,1,0.03,Claude
369,Unlikely,severe,0,0.25,Claude
370,Unlikely,mild,1,0.15,Claude
371,Unlikely,mild,0,0.15,Claude
372,Possible,severe,1,0.03,Claude
373,Possible,severe,0,0.2,Claude
374,Possible,mild,1,0.15,Claude
375,Possible,mild,0,0.3,Claude
376,Common,severe,1,0.013999999999999999,Claude
377,Common,severe,0,0.15,Claude
378,Common,mild,1,0.15,Claude
379,Common,mild,0,0.15,Claude
380,Very Common,severe,1,0.03,Claude
381,Very Common,severe,0,0.3,Claude
382,Very Common,mild,1,0.1,Claude
383,Very Common,mild,0,0.25,Claude
384,Probable,severe,1,0.05,Claude
385,Probable,severe,0,0.65,Claude
386,Probable,mild,1,0.3,Claude
387,Probable,mild,0,0.65,Claude
388,Likely,severe,1,0.15,Claude
389,Likely,severe,0,0.65,Claude
390,Likely,mild,1,0.2,Claude
391,Likely,mild,0,0.65,Claude
392,Usual,severe,1,0.001,Claude
393,Usual,severe,0,0.02,Claude
394,Usual,mild,1,0.2,Claude
395,Usual,mild,0,0.1,Claude
396,Very Likely,severe,1,0.05,Claude
397,Very Likely,severe,0,0.75,Claude
398,Very Likely,mild,1,0.25,Claude
399,Very Likely,mild,0,0.75,Claude
400,Rare,severe,1,0.003,Claude
401,Rare,severe,0,0.005,Claude
402,Rare,mild,1,0.06,Claude
403,Rare,mild,0,0.02,Claude
404,Uncommon,severe,1,0.002,Claude
405,Uncommon,severe,0,0.15,Claude
406,Uncommon,mild,1,0.05,Claude
407,Uncommon,mild,0,0.15,Claude
408,Unlikely,severe,1,0.01,Claude
409,Unlikely,severe,0,0.2,Claude
410,Unlikely,mild,1,0.15,Claude
411,Unlikely,mild,0,0.2,Claude
412,Possible,severe,1,0.03,Claude
413,Possible,severe,0,0.2,Claude
414,Possible,mild,1,0.08,Claude
415,Possible,mild,0,0.35,Claude
416,Common,severe,1,0.03,Claude
417,Common,severe,0,0.08,Claude
418,Common,mild,1,0.15,Claude
419,Common,mild,0,0.2,Claude
420,Very Common,severe,1,0.013000000000000001,Claude
421,Very Common,severe,0,0.3,Claude
422,Very Common,mild,1,0.15,Claude
423,Very Common,mild,0,0.35,Claude
424,Probable,severe,1,0.2,Claude
425,Probable,severe,0,0.7,Claude
426,Probable,mild,1,0.45,Claude
427,Probable,mild,0,0.7,Claude
428,Likely,severe,1,0.08,Claude
429,Likely,severe,0,0.75,Claude
430,Likely,mild,1,0.3,Claude
431,Likely,mild,0,0.7,Claude
432,Usual,severe,1,0.01,Claude
433,Usual,severe,0,0.015,Claude
434,Usual,mild,1,0.15,Claude
435,Usual,mild,0,0.15,Claude
436,Very Likely,severe,1,0.15,Claude
437,Very Likely,severe,0,0.8,Claude
438,Very Likely,mild,1,0.35,Claude
439,Very Likely,mild,0,0.75,Claude
440,Rare,severe,1,0.008,Claude
441,Rare,severe,0,0.02,Claude
442,Rare,mild,1,0.08,Claude
443,Rare,mild,0,0.05,Claude
444,Uncommon,severe,1,0.001,Claude
445,Uncommon,severe,0,0.1,Claude
446,Uncommon,mild,1,0.08,Claude
447,Uncommon,mild,0,0.15,Claude
448,Unlikely,severe,1,0.01,Claude
449,Unlikely,severe,0,0.2,Claude
450,Unlikely,mild,1,0.2,Claude
451,Unlikely,mild,0,0.25,Claude
452,Possible,severe,1,0.006,Claude
453,Possible,severe,0,0.25,Claude
454,Possible,mild,1,0.08,Claude
455,Possible,mild,0,0.15,Claude
456,Common,severe,1,0.03,Claude
457,Common,severe,0,0.12,Claude
458,Common,mild,1,0.06,Claude
459,Common,mild,0,0.15,Claude
460,Very Common,severe,1,0.002,Claude
461,Very Common,severe,0,0.35,Claude
462,Very Common,mild,1,0.04,Claude
463,Very Common,mild,0,0.3,Claude
464,Probable,severe,1,0.3,Claude
465,Probable,severe,0,0.65,Claude
466,Probable,mild,1,0.3,Claude
467,Probable,mild,0,0.75,Claude
468,Likely,severe,1,0.05,Claude
469,Likely,severe,0,0.65,Claude
470,Likely,mild,1,0.3,Claude
471,Likely,mild,0,0.65,Claude
472,Usual,severe,1,0.01,Claude
473,Usual,severe,0,0.09,Claude
474,Usual,mild,1,0.15,Claude
475,Usual,mild,0,0.3,Claude
476,Very Likely,severe,1,0.1,Claude
477,Very Likely,severe,0,0.8,Claude
478,Very Likely,mild,1,0.35,Claude
479,Very Likely,mild,0,0.8,Claude
480,Rare,severe,1,0.003,Claude
481,Rare,severe,0,0.01,Claude
482,Rare,mild,1,0.04,Claude
483,Rare,mild,0,0.05,Claude
484,Uncommon,severe,1,0.002,Claude
485,Uncommon,severe,0,0.15,Claude
486,Uncommon,mild,1,0.05,Claude
487,Uncommon,mild,0,0.15,Claude
488,Unlikely,severe,1,0.003,Claude
489,Unlikely,severe,0,0.25,Claude
490,Unlikely,mild,1,0.15,Claude
491,Unlikely,mild,0,0.15,Claude
492,Possible,severe,1,0.004,Claude
493,Possible,severe,0,0.15,Claude
494,Possible,mild,1,0.08,Claude
495,Possible,mild,0,0.25,Claude
496,Common,severe,1,0.04,Claude
497,Common,severe,0,0.025,Claude
498,Common,mild,1,0.15,Claude
499,Common,mild,0,0.2,Claude
500,Very Common,severe,1,0.015,Claude
501,Very Common,severe,0,0.65,Claude
